# TYPE=TEMP
#An_date= 20180915
#An_time= 12
#An_range=] 9  to  15 ]
#StatusFlag: 0(Used);1(Not Used);2(Rejected by DA);3(Never Used by DA);4(Data Thinned);5(Rejected before DA);6(Alternative Used);7(Quality Issue);8(Other Reason);9(No content)
#Station_id,yyyymmdd,HHMMSS,latitude,Longitude,StatusFlag,Centre_id,var_id,Mean_Bg_dep,Std_Bg_dep,Levels,LastRepLevel,CodeType
01001,20180915,112229,70.93970,-8.66791,0,ECMF,2,-0.0161,0.4080,Trop,13.6,109
01001,20180915,112229,70.93970,-8.66791,0,ECMF,2,0.4831,0.6543,Stra,13.6,109
01001,20180915,112229,70.93970,-8.66791,0,ECMF,29,0.0063,0.0500,Trop,13.6,109
01001,20180915,112229,70.93970,-8.66791,5,ECMF,29,0.0039,0.0011,Stra,13.6,109
01001,20180915,112229,70.93970,-8.66791,0,ECMF,3,0.2190,1.3331,Trop,13.6,109
01001,20180915,112229,70.93970,-8.66791,0,ECMF,3,0.2757,1.9483,Stra,13.6,109
01001,20180915,112229,70.93970,-8.66791,0,ECMF,4,0.4425,1.3496,Trop,13.6,109
01001,20180915,112229,70.93970,-8.66791,0,ECMF,4,0.0100,1.9716,Stra,13.6,109
01004,20180915,104656,78.92321,11.92314,0,ECMF,2,-0.1321,0.7517,Trop,4.6,109
01004,20180915,104656,78.92321,11.92314,0,ECMF,2,0.3571,0.6077,Stra,4.6,109
01004,20180915,104656,78.92321,11.92314,0,ECMF,29,0.0188,0.0777,Trop,4.6,109
01004,20180915,104656,78.92321,11.92314,5,ECMF,29,0.0014,0.0015,Stra,4.6,109
01004,20180915,104656,78.92321,11.92314,0,ECMF,3,0.8109,1.7036,Trop,4.6,109
01004,20180915,104656,78.92321,11.92314,0,ECMF,3,-0.4237,1.6787,Stra,4.6,109
01004,20180915,104656,78.92321,11.92314,0,ECMF,4,-0.1888,2.2313,Trop,4.6,109
01004,20180915,104656,78.92321,11.92314,0,ECMF,4,-0.2003,1.8159,Stra,4.6,109
01010,20180915,110447,69.31522,16.13091,0,ECMF,2,-0.0017,0.7180,Trop,11.6,109
01010,20180915,110447,69.31522,16.13091,0,ECMF,2,0.4299,0.5872,Stra,11.6,109
01010,20180915,110447,69.31522,16.13091,0,ECMF,29,0.0012,0.0935,Trop,11.6,109
01010,20180915,110447,69.31522,16.13091,5,ECMF,29,0.0052,0.0012,Stra,11.6,109
01010,20180915,110447,69.31522,16.13091,0,ECMF,3,0.0536,1.4462,Trop,11.6,109
01010,20180915,110447,69.31522,16.13091,0,ECMF,3,0.2406,1.7947,Stra,11.6,109
01010,20180915,110447,69.31522,16.13091,0,ECMF,4,-0.2886,2.0536,Trop,11.6,109
01010,20180915,110447,69.31522,16.13091,0,ECMF,4,-0.0279,1.7590,Stra,11.6,109
01028,20180915,111304,74.50380,19.00120,0,ECMF,2,-0.0416,0.5148,Trop,9.4,109
01028,20180915,111304,74.50380,19.00120,0,ECMF,2,0.3812,0.6148,Stra,9.4,109
01028,20180915,111304,74.50380,19.00120,0,ECMF,29,0.0422,0.1010,Trop,9.4,109
01028,20180915,111304,74.50380,19.00120,5,ECMF,29,0.0013,0.0012,Stra,9.4,109
01028,20180915,111304,74.50380,19.00120,0,ECMF,3,-0.2284,1.1685,Trop,9.4,109
01028,20180915,111304,74.50380,19.00120,0,ECMF,3,-0.3932,1.5492,Stra,9.4,109
01028,20180915,111304,74.50380,19.00120,0,ECMF,4,-0.1925,1.5238,Trop,9.4,109
01028,20180915,111304,74.50380,19.00120,0,ECMF,4,0.0845,1.7389,Stra,9.4,109
01241,20180915,110534,63.70542,9.61171,0,ECMF,2,-0.1107,0.5320,Trop,7.6,109
01241,20180915,110534,63.70542,9.61171,0,ECMF,2,0.5814,1.1958,Stra,7.6,109
01241,20180915,110534,63.70542,9.61171,0,ECMF,29,0.0888,0.0839,Trop,7.6,109
01241,20180915,110534,63.70542,9.61171,5,ECMF,29,0.0016,0.0014,Stra,7.6,109
01241,20180915,110534,63.70542,9.61171,0,ECMF,3,0.6602,1.7650,Trop,7.6,109
01241,20180915,110534,63.70542,9.61171,0,ECMF,3,0.0733,3.1734,Stra,7.6,109
01241,20180915,110534,63.70542,9.61171,0,ECMF,4,-0.0441,1.2478,Trop,7.6,109
01241,20180915,110534,63.70542,9.61171,0,ECMF,4,0.5081,2.5422,Stra,7.6,109
01400,20180915,110548,56.54264,3.22379,0,ECMF,2,-0.1794,0.5112,Trop,315.9,109
01400,20180915,110548,56.54264,3.22379,0,ECMF,29,0.0261,0.1353,Trop,315.9,109
01400,20180915,110548,56.54264,3.22379,0,ECMF,3,0.4875,1.3981,Trop,315.9,109
01400,20180915,110548,56.54264,3.22379,0,ECMF,4,-0.0568,0.8383,Trop,315.9,109
