# TYPE=TEMP
#An_date= 20180915
#An_time= 18
#An_range=] 15  to  21 ]
#StatusFlag: 0(Used);1(Not Used);2(Rejected by DA);3(Never Used by DA);4(Data Thinned);5(Rejected before DA);6(Alternative Used);7(Quality Issue);8(Other Reason);9(No content)
#Station_id,yyyymmdd,HHMMSS,latitude,Longitude,StatusFlag,Centre_id,var_id,Mean_Bg_dep,Std_Bg_dep,Levels,LastRepLevel,CodeType
01001,20180915,171532,70.93970,-8.66791,0,ECMF,2,0.0131,0.4756,Trop,17.8,109
01001,20180915,171532,70.93970,-8.66791,0,ECMF,2,0.5733,0.5378,Stra,17.8,109
01001,20180915,171532,70.93970,-8.66791,0,ECMF,29,-0.0019,0.0752,Trop,17.8,109
01001,20180915,171532,70.93970,-8.66791,5,ECMF,29,0.0041,0.0011,Stra,17.8,109
01001,20180915,171532,70.93970,-8.66791,0,ECMF,3,0.5870,1.3907,Trop,17.8,109
01001,20180915,171532,70.93970,-8.66791,0,ECMF,3,0.1542,2.0872,Stra,17.8,109
01001,20180915,171532,70.93970,-8.66791,0,ECMF,4,0.3539,1.3280,Trop,17.8,109
01001,20180915,171532,70.93970,-8.66791,0,ECMF,4,0.1991,2.0745,Stra,17.8,109
01004,20180915,165517,78.92321,11.92314,0,ECMF,2,-0.0283,0.5526,Trop,4.4,109
01004,20180915,165517,78.92321,11.92314,0,ECMF,2,0.5023,0.6949,Stra,4.4,109
01004,20180915,165517,78.92321,11.92314,0,ECMF,29,-0.0024,0.0746,Trop,4.4,109
01004,20180915,165517,78.92321,11.92314,5,ECMF,29,0.0036,0.0013,Stra,4.4,109
01004,20180915,165517,78.92321,11.92314,0,ECMF,3,-0.4504,1.4376,Trop,4.4,109
01004,20180915,165517,78.92321,11.92314,0,ECMF,3,0.0594,1.6522,Stra,4.4,109
01004,20180915,165517,78.92321,11.92314,0,ECMF,4,-0.1331,1.6640,Trop,4.4,109
01004,20180915,165517,78.92321,11.92314,0,ECMF,4,0.0082,1.8852,Stra,4.4,109
01010,20180915,171204,69.31522,16.13091,0,ECMF,2,-0.0911,0.6354,Trop,12.5,109
01010,20180915,171204,69.31522,16.13091,0,ECMF,2,0.4994,0.4319,Stra,12.5,109
01010,20180915,171204,69.31522,16.13091,0,ECMF,29,0.0443,0.1120,Trop,12.5,109
01010,20180915,171204,69.31522,16.13091,5,ECMF,29,0.0025,0.0010,Stra,12.5,109
01010,20180915,171204,69.31522,16.13091,0,ECMF,3,-0.4126,1.6529,Trop,12.5,109
01010,20180915,171204,69.31522,16.13091,0,ECMF,3,0.2044,1.8483,Stra,12.5,109
01010,20180915,171204,69.31522,16.13091,0,ECMF,4,-0.0508,1.7012,Trop,12.5,109
01010,20180915,171204,69.31522,16.13091,0,ECMF,4,0.0289,2.0690,Stra,12.5,109
01028,20180915,171232,74.50380,19.00120,0,ECMF,2,-0.0438,0.4873,Trop,8.9,109
01028,20180915,171232,74.50380,19.00120,0,ECMF,2,0.4652,0.5952,Stra,8.9,109
01028,20180915,171232,74.50380,19.00120,0,ECMF,29,0.0265,0.0501,Trop,8.9,109
01028,20180915,171232,74.50380,19.00120,5,ECMF,29,0.0023,0.0010,Stra,8.9,109
01028,20180915,171232,74.50380,19.00120,0,ECMF,3,-0.4027,1.5616,Trop,8.9,109
01028,20180915,171232,74.50380,19.00120,0,ECMF,3,-0.3156,1.8742,Stra,8.9,109
01028,20180915,171232,74.50380,19.00120,0,ECMF,4,-0.1575,1.3293,Trop,8.9,109
01028,20180915,171232,74.50380,19.00120,0,ECMF,4,0.0287,1.7086,Stra,8.9,109
01241,20180915,171219,63.70542,9.61171,0,ECMF,2,-0.0243,0.5516,Trop,10.2,109
01241,20180915,171219,63.70542,9.61171,0,ECMF,2,0.5022,1.3398,Stra,10.2,109
01241,20180915,171219,63.70542,9.61171,0,ECMF,29,0.0727,0.0882,Trop,10.2,109
01241,20180915,171219,63.70542,9.61171,5,ECMF,29,0.0027,0.0009,Stra,10.2,109
01241,20180915,171219,63.70542,9.61171,0,ECMF,3,1.3395,2.1807,Trop,10.2,109
01241,20180915,171219,63.70542,9.61171,0,ECMF,3,-0.3812,3.6444,Stra,10.2,109
01241,20180915,171219,63.70542,9.61171,0,ECMF,4,0.4424,1.4129,Trop,10.2,109
01241,20180915,171219,63.70542,9.61171,0,ECMF,4,0.1846,2.5281,Stra,10.2,109
02836,20180915,173007,67.36631,26.63126,0,ECMF,2,0.0623,0.6715,Trop,38.3,109
02836,20180915,173007,67.36631,26.63126,0,ECMF,2,0.4487,0.7860,Stra,38.3,109
02836,20180915,173007,67.36631,26.63126,0,ECMF,29,0.0350,0.0727,Trop,38.3,109
02836,20180915,173007,67.36631,26.63126,5,ECMF,29,0.0038,0.0006,Stra,38.3,109
02836,20180915,173007,67.36631,26.63126,0,ECMF,3,0.4501,2.2398,Trop,38.3,109
02836,20180915,173007,67.36631,26.63126,0,ECMF,3,0.2597,2.1094,Stra,38.3,109
02836,20180915,173007,67.36631,26.63126,0,ECMF,4,0.5501,2.2747,Trop,38.3,109
02836,20180915,173007,67.36631,26.63126,0,ECMF,4,-0.3335,2.1379,Stra,38.3,109
02963,20180915,173005,60.81462,23.49871,0,ECMF,2,-0.0313,0.6084,Trop,92.5,109
02963,20180915,173005,60.81462,23.49871,0,ECMF,2,-0.2606,0.4336,Stra,92.5,109
02963,20180915,173005,60.81462,23.49871,0,ECMF,29,0.0167,0.1148,Trop,92.5,109
02963,20180915,173005,60.81462,23.49871,5,ECMF,29,0.0020,0.0002,Stra,92.5,109
02963,20180915,173005,60.81462,23.49871,0,ECMF,3,0.1748,2.0500,Trop,92.5,109
02963,20180915,173005,60.81462,23.49871,0,ECMF,3,-0.1948,1.1073,Stra,92.5,109
02963,20180915,173005,60.81462,23.49871,0,ECMF,4,-0.0524,2.3427,Trop,92.5,109
02963,20180915,173005,60.81462,23.49871,0,ECMF,4,-1.3209,1.0042,Stra,92.5,109
04018,20180915,170151,63.96869,-22.61412,0,ECMF,2,0.0657,0.8415,Trop,25.4,109
04018,20180915,170151,63.96869,-22.61412,0,ECMF,2,0.3572,0.4129,Stra,25.4,109
04018,20180915,170151,63.96869,-22.61412,0,ECMF,29,0.0149,0.0539,Trop,25.4,109
04018,20180915,170151,63.96869,-22.61412,5,ECMF,29,0.0069,0.0009,Stra,25.4,109
04018,20180915,170151,63.96869,-22.61412,0,ECMF,3,-0.2015,3.1899,Trop,25.4,109
04018,20180915,170151,63.96869,-22.61412,0,ECMF,3,0.2557,1.6459,Stra,25.4,109
04018,20180915,170151,63.96869,-22.61412,0,ECMF,4,0.3368,2.7361,Trop,25.4,109
04018,20180915,170151,63.96869,-22.61412,0,ECMF,4,0.1367,1.5071,Stra,25.4,109
04320,20180915,170411,76.76944,-18.66755,0,ECMF,2,-0.0814,0.7560,Trop,4.6,109
04320,20180915,170411,76.76944,-18.66755,0,ECMF,2,0.5501,0.4590,Stra,4.6,109
04320,20180915,170411,76.76944,-18.66755,0,ECMF,29,0.0178,0.1039,Trop,4.6,109
04320,20180915,170411,76.76944,-18.66755,5,ECMF,29,0.0008,0.0018,Stra,4.6,109
04320,20180915,170411,76.76944,-18.66755,0,ECMF,3,-0.6502,1.3964,Trop,4.6,109
04320,20180915,170411,76.76944,-18.66755,0,ECMF,3,-0.3391,1.7125,Stra,4.6,109
04320,20180915,170411,76.76944,-18.66755,0,ECMF,4,-0.5158,1.3746,Trop,4.6,109
04320,20180915,170411,76.76944,-18.66755,0,ECMF,4,0.3538,1.9490,Stra,4.6,109
10238,20180915,164601,52.81520,9.92470,0,ECMF,2,-0.0714,0.8057,Trop,6.5,109
10238,20180915,164601,52.81520,9.92470,0,ECMF,2,0.3072,0.8098,Stra,6.5,109
10238,20180915,164601,52.81520,9.92470,0,ECMF,29,0.0170,0.0803,Trop,6.5,109
